0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
20,46,72,98,124,151,177,203,229,255
0,0,0,0,0,0,0,0,0,0
74,74,74,74,74,74,74,74,74,74
98,98,98,98,98,98,98,98,98,98
123,123,123,123,123,123,123,123,123,123
98,98,98,98,98,98,98,98,98,98
74,74,74,74,74,74,74,74,74,74
