0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
20,46,72,98,124,151,177,203,229,255
255,255,255,255,255,255,255,255,255,255
204,204,204,204,204,204,204,204,204,204
153,153,153,153,153,153,153,153,153,153
204,204,204,204,204,204,204,204,204,204
255,255,255,255,255,255,255,255,255,255
