0,0,0,0,0,0,0,0,0,0
10,26,41,57,72,88,103,119,134,150
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6,15,25,34,43,53,62,71,81,90
7,18,29,40,51,61,72,83,94,105
8,20,33,45,58,70,83,95,108,120
9,23,37,51,65,79,93,107,121,135
10,26,41,57,72,88,103,119,134,150
