256.71,257.22,258.13,259.06,259.84,260.56,261.23,262.31,263.95,264.8,266.26,267.6,269.62,271.3,273.59,275.57,278.08,280.81,283.56,286.2,289.61,293.02,296.07,299.46,302.5,305.95,308.96,312.11,314.83,317.15,319.34,321.65,323.53,324.89,325.99,326.24,326.35,326.78,324.81,323.21,321.48,319.27,316.06,313.09,309.86,306.54,302.96,300.03,296.87,293.64,290.15,287.6,284.45,281.63,279.53,277.01,275.17,272.9,271.06,269.37,267.99,266.29,264.89,262.86,261.39,260.09,258.76,257.04,255.39,253.14,250.95
256.68,257.22,258.09,259.07,259.8,260.39,261.11,262.13,263.78,264.52,266.1,267.38,269.53,271.04,273.24,275.16,277.68,280.57,283.34,285.86,289.37,292.85,295.79,299.19,302.3,305.55,308.84,311.81,314.7,316.99,319.35,321.5,323.6,324.99,326.2,326.34,326.5,326.74,324.85,323.34,321.69,319.52,316.28,313.26,310.08,306.53,303.24,300.23,297.03,293.76,290.21,287.79,284.58,281.66,279.56,277.08,275.1,272.88,270.97,269.4,267.94,266.32,264.91,262.85,261.38,260.17,258.93,257.4,256.08,254.3,252.4
256.69,257.25,258.19,259.04,259.7,260.35,260.94,261.93,263.58,264.4,265.96,267.29,269.34,270.71,272.92,274.89,277.46,280.34,283.17,285.77,289.12,292.66,295.55,299.01,302.11,305.34,308.62,311.55,314.53,317,319.27,321.54,323.71,325.05,326.42,326.53,326.81,326.83,324.99,323.54,321.93,319.66,316.49,313.49,310.23,306.67,303.52,300.4,297.16,293.82,290.34,287.85,284.69,281.71,279.61,277.17,275.15,272.89,270.98,269.49,267.91,266.34,264.94,262.81,261.41,260.13,258.88,257.39,256.19,254.6,252.82
256.59,257.26,258.2,258.85,259.62,260.24,260.77,261.74,263.36,264.3,265.75,267.2,269.05,270.32,272.65,274.7,277.29,280.11,283.1,285.63,288.96,292.43,295.39,298.84,301.83,305.17,308.42,311.34,314.33,316.96,319.14,321.65,323.78,325.2,326.57,326.77,326.91,326.99,325.15,323.86,322.17,319.86,316.63,313.7,310.31,306.94,303.77,300.61,297.28,293.93,290.56,287.9,284.78,281.72,279.71,277.22,275.19,273.01,270.98,269.5,267.86,266.33,264.97,262.77,261.39,260.14,258.85,257.37,256.18,254.74,253.07
256.57,257.2,258.12,258.64,259.52,260.07,260.51,261.56,263.21,264.2,265.62,266.93,268.89,270.05,272.48,274.52,277.15,279.96,283.04,285.39,288.8,292.2,295.25,298.64,301.67,304.99,308.31,311.13,314.19,316.91,319.32,321.8,323.73,325.36,326.77,327.04,326.97,327.08,325.33,324.08,322.43,320.01,316.84,313.89,310.51,307.14,304.01,300.8,297.41,294.09,290.78,287.94,284.8,281.82,279.76,277.27,275.2,273.11,270.95,269.46,267.82,266.36,264.98,262.73,261.36,260.11,258.82,257.37,256.1,254.8,253.24
256.5,257.19,258,258.45,259.39,259.85,260.26,261.48,263.02,264.06,265.43,266.67,268.71,270.05,272.29,274.4,277.09,279.85,282.88,285.21,288.56,291.99,295.08,298.37,301.52,304.84,308.18,310.83,314.21,316.9,319.38,321.83,323.74,325.44,326.92,327.18,327.07,327.1,325.59,324.37,322.67,320.16,317.11,314.19,310.82,307.32,304.24,300.96,297.59,294.27,290.95,287.98,284.87,281.98,279.82,277.31,275.23,273.16,270.95,269.43,267.82,266.37,265.02,262.74,261.33,260.05,258.81,257.36,256.02,254.81,253.27
256.49,257.22,257.91,258.33,259.26,259.75,260.13,261.43,262.85,263.92,265.24,266.49,268.51,270.04,272.06,274.24,277.04,279.69,282.65,285.1,288.31,291.66,294.87,298.11,301.25,304.64,307.99,310.57,314.15,316.89,319.25,321.8,323.74,325.45,327.05,327.18,327.19,327.14,325.76,324.69,322.85,320.42,317.37,314.44,311.13,307.56,304.52,301.15,297.8,294.4,291.1,288.04,285.04,282.05,279.93,277.41,275.26,273.2,271.01,269.43,267.85,266.36,265.04,262.79,261.38,259.98,258.76,257.35,255.97,254.8,253.25
256.52,257.2,257.71,258.11,259.11,259.65,260.03,261.4,262.63,263.81,265.1,266.29,268.33,269.91,271.9,274.13,276.88,279.52,282.5,284.97,288.06,291.32,294.66,297.87,300.91,304.44,307.78,310.39,313.87,316.88,319.21,321.8,323.69,325.45,327.13,327.21,327.32,327.26,325.81,324.98,323.03,320.66,317.58,314.62,311.54,307.85,304.82,301.32,297.97,294.53,291.24,288.16,285.16,282.12,280.03,277.5,275.32,273.21,271.08,269.4,267.85,266.36,265.02,262.83,261.41,259.97,258.75,257.32,255.92,254.77,253.21
256.5,257.16,257.53,257.96,259.06,259.54,260.04,261.3,262.29,263.73,264.91,266.11,268.08,269.78,271.77,274.11,276.78,279.29,282.43,284.85,287.84,290.94,294.43,297.66,300.55,304.21,307.61,310.14,313.61,316.8,319.25,321.85,323.66,325.44,327.06,327.26,327.43,327.46,325.93,325.22,323.19,320.86,317.8,314.85,311.88,308.14,305.07,301.5,298.14,294.7,291.33,288.35,285.29,282.26,280.1,277.52,275.43,273.24,271.16,269.37,267.87,266.41,264.96,262.85,261.43,259.95,258.76,257.25,255.88,254.76,253.19
256.55,257.12,257.48,257.93,258.99,259.54,259.95,261.09,262.11,263.6,264.83,265.96,267.93,269.62,271.76,274.19,276.69,279.02,282.21,284.78,287.62,290.67,294.26,297.4,300.27,303.89,307.4,309.88,313.52,316.75,319.27,321.77,323.61,325.43,326.97,327.19,327.55,327.51,326.06,325.32,323.34,321.08,318,315.04,312.15,308.51,305.25,301.68,298.32,294.87,291.44,288.5,285.38,282.36,280.24,277.59,275.55,273.27,271.14,269.4,267.89,266.45,264.93,262.85,261.45,259.94,258.78,257.21,255.82,254.72,253.2
